1585060300,74635,76426240
1585060301,89548,91697152
1585060302,94981,97260544
1585060303,93840,96092160
1585060304,94618,96888832
1585060305,89538,91686912
1585060306,89533,91681792
1585060307,98340,100700160
1585060308,75827,77646848
1585060309,66234,67823616
